time_index,c0.a,c1.a,i0.a
0,0.0,3.5,0.0
1,0.0,3.5,0.0
2,0.0,3.5,0.0
3,0.0,3.5,0.0
4,0.0,3.5,0.0
5,0.0,3.5,0.0
6,0.3049132354818731,3.5,-0.29442495956949877
7,0.3049132354818731,3.5,-0.29442495956949877
8,0.3049132354818731,3.5,-0.29442495956949877
9,0.3049132354818731,3.5,-0.29442495956949877
10,0.3049132354818731,3.5,-0.29442495956949877
11,0.3049132354818731,3.5,-0.29442495956949877
12,0.1290613732473993,3.5,-0.2648533085395588
13,0.1290613732473993,3.5,-0.2648533085395588
14,0.1290613732473993,3.5,-0.2648533085395588
15,0.1290613732473993,3.5,-0.2648533085395588
16,0.1290613732473993,3.5,-0.2648533085395588
17,0.1290613732473993,3.5,-0.2648533085395588
18,0.0261184591760113,-6.56,-0.12387860256971095
19,0.0261184591760113,-6.56,-0.12387860256971095
20,0.0261184591760113,-6.56,-0.12387860256971095
21,0.0261184591760113,-6.56,-0.12387860256971095
22,0.0261184591760113,-6.56,-0.12387860256971095
23,0.0261184591760113,-6.56,-0.12387860256971095
24,-0.144208991965467,-6.56,-1.1175127751750047
25,-0.144208991965467,-6.56,-1.1175127751750047
26,-0.144208991965467,-6.56,-1.1175127751750047
27,-0.144208991965467,-6.56,-1.1175127751750047
28,-0.144208991965467,-6.56,-1.1175127751750047
29,-0.144208991965467,-6.56,-1.1175127751750047
30,0.09424469179275619,-3.1939050991057556,0.009308883447271654
31,0.09424469179275619,-3.1939050991057556,0.009308883447271654
32,0.09424469179275619,-3.1939050991057556,0.009308883447271654
33,0.09424469179275619,-3.1939050991057556,0.009308883447271654
34,0.09424469179275619,-3.1939050991057556,0.009308883447271654
35,0.09424469179275619,-3.1939050991057556,0.009308883447271654
36,-0.0793087395700276,-4.173373538048992,-0.00574857450898314
37,-0.0793087395700276,-4.173373538048992,-0.00574857450898314
38,-0.0793087395700276,-4.173373538048992,-0.00574857450898314
39,-0.0793087395700276,-4.173373538048992,-0.00574857450898314
40,-0.0793087395700276,-4.173373538048992,-0.00574857450898314
41,-0.0793087395700276,-4.173373538048992,-0.00574857450898314
42,0.1710334929124535,0.1447352754557656,0.13404385787212725
43,0.1710334929124535,0.1447352754557656,0.13404385787212725
44,0.1710334929124535,0.1447352754557656,0.13404385787212725
45,0.1710334929124535,0.1447352754557656,0.13404385787212725
46,0.1710334929124535,0.1447352754557656,0.13404385787212725
47,0.1710334929124535,0.1447352754557656,0.13404385787212725
48,0.0368632418524939,-2.4257709047366376,-0.22352762210755195
49,0.0368632418524939,-2.4257709047366376,-0.22352762210755195
50,0.0368632418524939,-2.4257709047366376,-0.22352762210755195
51,0.0368632418524939,-2.4257709047366376,-0.22352762210755195
52,0.0368632418524939,-2.4257709047366376,-0.22352762210755195
53,0.0368632418524939,-2.4257709047366376,-0.22352762210755195
54,0.31021010935624815,1.144186149669764,0.26061528670367196
55,0.31021010935624815,1.144186149669764,0.26061528670367196
56,0.31021010935624815,1.144186149669764,0.26061528670367196
57,0.31021010935624815,1.144186149669764,0.26061528670367196
58,0.31021010935624815,1.144186149669764,0.26061528670367196
59,0.31021010935624815,1.144186149669764,0.26061528670367196
60,0.17812333112384948,-2.744769402699525,-0.40375697625681894
61,0.17812333112384948,-2.744769402699525,-0.40375697625681894
62,0.17812333112384948,-2.744769402699525,-0.40375697625681894
63,0.17812333112384948,-2.744769402699525,-0.40375697625681894
64,0.17812333112384948,-2.744769402699525,-0.40375697625681894
65,0.17812333112384948,-2.744769402699525,-0.40375697625681894
66,0.06587131396736368,0.7324175338717609,-0.2160752762205842
67,0.06587131396736368,0.7324175338717609,-0.2160752762205842
68,0.06587131396736368,0.7324175338717609,-0.2160752762205842
69,0.06587131396736368,0.7324175338717609,-0.2160752762205842
70,0.06587131396736368,0.7324175338717609,-0.2160752762205842
71,0.06587131396736368,0.7324175338717609,-0.2160752762205842
72,-0.25955708145230005,0.2299579297618095,0.02942826663469944
73,-0.25955708145230005,0.2299579297618095,0.02942826663469944
74,-0.25955708145230005,0.2299579297618095,0.02942826663469944
75,-0.25955708145230005,0.2299579297618095,0.02942826663469944
76,-0.25955708145230005,0.2299579297618095,0.02942826663469944
77,-0.25955708145230005,0.2299579297618095,0.02942826663469944
78,-0.02015626238036461,-0.26528972338299184,0.11580298335065997
79,-0.02015626238036461,-0.26528972338299184,0.11580298335065997
80,-0.02015626238036461,-0.26528972338299184,0.11580298335065997
81,-0.02015626238036461,-0.26528972338299184,0.11580298335065997
82,-0.02015626238036461,-0.26528972338299184,0.11580298335065997
83,-0.02015626238036461,-0.26528972338299184,0.11580298335065997
84,0.3169012497748227,-0.5004843612250909,-0.30342375863861193
85,0.3169012497748227,-0.5004843612250909,-0.30342375863861193
86,0.3169012497748227,-0.5004843612250909,-0.30342375863861193
87,0.3169012497748227,-0.5004843612250909,-0.30342375863861193
88,0.3169012497748227,-0.5004843612250909,-0.30342375863861193
89,0.3169012497748227,-0.5004843612250909,-0.30342375863861193
90,3.5,-2.181230465122809,-0.18256567036173266
91,3.5,-2.181230465122809,-0.18256567036173266
92,3.5,-2.181230465122809,-0.18256567036173266
93,3.5,-2.181230465122809,-0.18256567036173266
94,3.5,-2.181230465122809,-0.18256567036173266
95,3.5,-2.181230465122809,-0.18256567036173266
96,1.815142030507996,1.302786688573434,0.06497471408524724
97,1.815142030507996,1.302786688573434,0.06497471408524724
98,1.815142030507996,1.302786688573434,0.06497471408524724
99,1.815142030507996,1.302786688573434,0.06497471408524724
100,1.815142030507996,1.302786688573434,0.06497471408524724
101,1.815142030507996,1.302786688573434,0.06497471408524724
102,0.36490428763911,2.453362516819432,0.029417546146223827
103,0.36490428763911,2.453362516819432,0.029417546146223827
104,0.36490428763911,2.453362516819432,0.029417546146223827
105,0.36490428763911,2.453362516819432,0.029417546146223827
106,0.36490428763911,2.453362516819432,0.029417546146223827
107,0.36490428763911,2.453362516819432,0.029417546146223827
108,3.5,0.6541206907470354,-0.0006545278574243696
109,3.5,0.6541206907470354,-0.0006545278574243696
110,3.5,0.6541206907470354,-0.0006545278574243696
111,3.5,0.6541206907470354,-0.0006545278574243696
112,3.5,0.6541206907470354,-0.0006545278574243696
113,3.5,0.6541206907470354,-0.0006545278574243696
114,3.5,1.7749197254297968,-0.01611104431335697
115,3.5,1.7749197254297968,-0.01611104431335697
116,3.5,1.7749197254297968,-0.01611104431335697
117,3.5,1.7749197254297968,-0.01611104431335697
118,3.5,1.7749197254297968,-0.01611104431335697
119,3.5,1.7749197254297968,-0.01611104431335697
120,3.5,0.8864347019873762,-0.35728666881499294
121,3.5,0.8864347019873762,-0.35728666881499294
122,3.5,0.8864347019873762,-0.35728666881499294
123,3.5,0.8864347019873762,-0.35728666881499294
124,3.5,0.8864347019873762,-0.35728666881499294
125,3.5,0.8864347019873762,-0.35728666881499294
126,3.5,3.5,-0.521593102272865
127,3.5,3.5,-0.521593102272865
128,3.5,3.5,-0.521593102272865
129,3.5,3.5,-0.521593102272865
130,3.5,3.5,-0.521593102272865
131,3.5,3.5,-0.521593102272865
132,2.073979923890594,1.6939181515094361,-0.32531227031624077
133,2.073979923890594,1.6939181515094361,-0.32531227031624077
134,2.073979923890594,1.6939181515094361,-0.32531227031624077
135,2.073979923890594,1.6939181515094361,-0.32531227031624077
136,2.073979923890594,1.6939181515094361,-0.32531227031624077
137,2.073979923890594,1.6939181515094361,-0.32531227031624077
138,0.9225293572628068,2.8867392598307617,-0.13859729009679
139,0.9225293572628068,2.8867392598307617,-0.13859729009679
140,0.9225293572628068,2.8867392598307617,-0.13859729009679
141,0.9225293572628068,2.8867392598307617,-0.13859729009679
142,0.9225293572628068,2.8867392598307617,-0.13859729009679
143,0.9225293572628068,2.8867392598307617,-0.13859729009679
144,0.2343785416337596,1.0724904820227863,3.5
145,0.2343785416337596,1.0724904820227863,3.5
146,0.2343785416337596,1.0724904820227863,3.5
147,0.2343785416337596,1.0724904820227863,3.5
148,0.2343785416337596,1.0724904820227863,3.5
149,0.2343785416337596,1.0724904820227863,3.5
150,-0.07761942639375974,3.4472489303550233,3.5
151,-0.07761942639375974,3.4472489303550233,3.5
152,-0.07761942639375974,3.4472489303550233,3.5
153,-0.07761942639375974,3.4472489303550233,3.5
154,-0.07761942639375974,3.4472489303550233,3.5
155,-0.07761942639375974,3.4472489303550233,3.5
156,-0.050901442673119135,2.903228928531078,3.5
157,-0.050901442673119135,2.903228928531078,3.5
158,-0.050901442673119135,2.903228928531078,3.5
159,-0.050901442673119135,2.903228928531078,3.5
160,-0.050901442673119135,2.903228928531078,3.5
161,-0.050901442673119135,2.903228928531078,3.5
162,0.24124279114500524,-1.7552104840592335,1.67177826891181
163,0.24124279114500524,-1.7552104840592335,1.67177826891181
164,0.24124279114500524,-1.7552104840592335,1.67177826891181
165,0.24124279114500524,-1.7552104840592335,1.67177826891181
166,0.24124279114500524,-1.7552104840592335,1.67177826891181
167,0.24124279114500524,-1.7552104840592335,1.67177826891181
168,-6.56,3.5,1.0216458337642162
169,-6.56,3.5,1.0216458337642162
170,-6.56,3.5,1.0216458337642162
171,-6.56,3.5,1.0216458337642162
172,-6.56,3.5,1.0216458337642162
173,-6.56,3.5,1.0216458337642162
174,-6.56,0.22318942859604363,0.33315183517385627
175,-6.56,0.22318942859604363,0.33315183517385627
176,-6.56,0.22318942859604363,0.33315183517385627
177,-6.56,0.22318942859604363,0.33315183517385627
178,-6.56,0.22318942859604363,0.33315183517385627
179,-6.56,0.22318942859604363,0.33315183517385627
180,-4.6488583064348035,-6.012296116466672,0.3295261569499921
181,-4.6488583064348035,-6.012296116466672,0.3295261569499921
182,-4.6488583064348035,-6.012296116466672,0.3295261569499921
183,-4.6488583064348035,-6.012296116466672,0.3295261569499921
184,-4.6488583064348035,-6.012296116466672,0.3295261569499921
185,-4.6488583064348035,-6.012296116466672,0.3295261569499921
186,-1.2828712300510716,-0.9007323771007378,-0.18738309241784812
187,-1.2828712300510716,-0.9007323771007378,-0.18738309241784812
188,-1.2828712300510716,-0.9007323771007378,-0.18738309241784812
189,-1.2828712300510716,-0.9007323771007378,-0.18738309241784812
190,-1.2828712300510716,-0.9007323771007378,-0.18738309241784812
191,-1.2828712300510716,-0.9007323771007378,-0.18738309241784812
192,-0.6053737759278413,-1.040902187967042,-0.12243648612064639
193,-0.6053737759278413,-1.040902187967042,-0.12243648612064639
194,-0.6053737759278413,-1.040902187967042,-0.12243648612064639
195,-0.6053737759278413,-1.040902187967042,-0.12243648612064639
196,-0.6053737759278413,-1.040902187967042,-0.12243648612064639
197,-0.6053737759278413,-1.040902187967042,-0.12243648612064639
198,-0.1890251583957543,-4.956932319150525,-3.395922233010978
199,-0.1890251583957543,-4.956932319150525,-3.395922233010978
200,-0.1890251583957543,-4.956932319150525,-3.395922233010978
201,-0.1890251583957543,-4.956932319150525,-3.395922233010978
202,-0.1890251583957543,-4.956932319150525,-3.395922233010978
203,-0.1890251583957543,-4.956932319150525,-3.395922233010978
204,-0.2922878008752612,-3.7147235094419315,-1.7471158092778385
