c0.a,c1.a,i0.a
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.03316614929850825,3.5,0.015976276321836735
0.03316614929850825,3.5,0.015976276321836735
0.03316614929850825,3.5,0.015976276321836735
0.03316614929850825,3.5,0.015976276321836735
0.03316614929850825,3.5,0.015976276321836735
0.03316614929850825,3.5,0.015976276321836735
0.03316614929850825,3.5,0.015976276321836735
0.03316614929850825,3.5,0.015976276321836735
0.03316614929850825,3.5,0.015976276321836735
0.03316614929850825,3.5,0.015976276321836735
0.03316614929850825,3.5,0.015976276321836735
0.037263079777932084,3.5,0.04155902300761838
0.037263079777932084,3.5,0.04155902300761838
0.037263079777932084,3.5,0.04155902300761838
0.037263079777932084,3.5,0.04155902300761838
0.037263079777932084,3.5,0.04155902300761838
0.037263079777932084,3.5,0.04155902300761838
0.037263079777932084,3.5,0.04155902300761838
0.037263079777932084,3.5,0.04155902300761838
0.037263079777932084,3.5,0.04155902300761838
0.037263079777932084,3.5,0.04155902300761838
0.037263079777932084,3.5,0.04155902300761838
-0.02574411396680798,3.5,0.020507196521684534
-0.02574411396680798,3.5,0.020507196521684534
-0.02574411396680798,3.5,0.020507196521684534
-0.02574411396680798,3.5,0.020507196521684534
-0.02574411396680798,3.5,0.020507196521684534
-0.02574411396680798,3.5,0.020507196521684534
-0.02574411396680798,3.5,0.020507196521684534
-0.02574411396680798,3.5,0.020507196521684534
-0.02574411396680798,3.5,0.020507196521684534
-0.02574411396680798,3.5,0.020507196521684534
-0.02574411396680798,3.5,0.020507196521684534
3.5,-1.0587628350127147,-0.020595482680494825
3.5,-1.0587628350127147,-0.020595482680494825
3.5,-1.0587628350127147,-0.020595482680494825
3.5,-1.0587628350127147,-0.020595482680494825
3.5,-1.0587628350127147,-0.020595482680494825
3.5,-1.0587628350127147,-0.020595482680494825
3.5,-1.0587628350127147,-0.020595482680494825
3.5,-1.0587628350127147,-0.020595482680494825
3.5,-1.0587628350127147,-0.020595482680494825
3.5,-1.0587628350127147,-0.020595482680494825
3.5,-1.0587628350127147,-0.020595482680494825
3.5,-5.6188628756142265,-0.008613152255854573
3.5,-5.6188628756142265,-0.008613152255854573
3.5,-5.6188628756142265,-0.008613152255854573
3.5,-5.6188628756142265,-0.008613152255854573
3.5,-5.6188628756142265,-0.008613152255854573
3.5,-5.6188628756142265,-0.008613152255854573
3.5,-5.6188628756142265,-0.008613152255854573
3.5,-5.6188628756142265,-0.008613152255854573
3.5,-5.6188628756142265,-0.008613152255854573
3.5,-5.6188628756142265,-0.008613152255854573
3.5,-5.6188628756142265,-0.008613152255854573
3.5,-4.467527144620277,0.013515258699300148
3.5,-4.467527144620277,0.013515258699300148
3.5,-4.467527144620277,0.013515258699300148
3.5,-4.467527144620277,0.013515258699300148
3.5,-4.467527144620277,0.013515258699300148
3.5,-4.467527144620277,0.013515258699300148
3.5,-4.467527144620277,0.013515258699300148
3.5,-4.467527144620277,0.013515258699300148
3.5,-4.467527144620277,0.013515258699300148
3.5,-4.467527144620277,0.013515258699300148
3.5,-4.467527144620277,0.013515258699300148
3.5,-1.8907585331215984,-0.022123362858270212
3.5,-1.8907585331215984,-0.022123362858270212
3.5,-1.8907585331215984,-0.022123362858270212
3.5,-1.8907585331215984,-0.022123362858270212
3.5,-1.8907585331215984,-0.022123362858270212
3.5,-1.8907585331215984,-0.022123362858270212
3.5,-1.8907585331215984,-0.022123362858270212
3.5,-1.8907585331215984,-0.022123362858270212
3.5,-1.8907585331215984,-0.022123362858270212
3.5,-1.8907585331215984,-0.022123362858270212
3.5,-1.8907585331215984,-0.022123362858270212
3.5,-0.487281062398047,-0.0468775427152579
3.5,-0.487281062398047,-0.0468775427152579
3.5,-0.487281062398047,-0.0468775427152579
3.5,-0.487281062398047,-0.0468775427152579
3.5,-0.487281062398047,-0.0468775427152579
3.5,-0.487281062398047,-0.0468775427152579
3.5,-0.487281062398047,-0.0468775427152579
3.5,-0.487281062398047,-0.0468775427152579
3.5,-0.487281062398047,-0.0468775427152579
3.5,-0.487281062398047,-0.0468775427152579
3.5,-0.487281062398047,-0.0468775427152579
1.2453525235246623,1.1129477600612745,-0.02918064087700145
1.2453525235246623,1.1129477600612745,-0.02918064087700145
1.2453525235246623,1.1129477600612745,-0.02918064087700145
1.2453525235246623,1.1129477600612745,-0.02918064087700145
1.2453525235246623,1.1129477600612745,-0.02918064087700145
1.2453525235246623,1.1129477600612745,-0.02918064087700145
1.2453525235246623,1.1129477600612745,-0.02918064087700145
1.2453525235246623,1.1129477600612745,-0.02918064087700145
1.2453525235246623,1.1129477600612745,-0.02918064087700145
1.2453525235246623,1.1129477600612745,-0.02918064087700145
1.2453525235246623,1.1129477600612745,-0.02918064087700145
0.47603882048032276,2.4124616362150917,0.024213268999499604
0.47603882048032276,2.4124616362150917,0.024213268999499604
0.47603882048032276,2.4124616362150917,0.024213268999499604
0.47603882048032276,2.4124616362150917,0.024213268999499604
0.47603882048032276,2.4124616362150917,0.024213268999499604
0.47603882048032276,2.4124616362150917,0.024213268999499604
0.47603882048032276,2.4124616362150917,0.024213268999499604
0.47603882048032276,2.4124616362150917,0.024213268999499604
0.47603882048032276,2.4124616362150917,0.024213268999499604
0.47603882048032276,2.4124616362150917,0.024213268999499604
0.47603882048032276,2.4124616362150917,0.024213268999499604
0.25781866553473165,-0.701284389926009,0.0669894034999956
0.25781866553473165,-0.701284389926009,0.0669894034999956
0.25781866553473165,-0.701284389926009,0.0669894034999956
0.25781866553473165,-0.701284389926009,0.0669894034999956
0.25781866553473165,-0.701284389926009,0.0669894034999956
0.25781866553473165,-0.701284389926009,0.0669894034999956
0.25781866553473165,-0.701284389926009,0.0669894034999956
0.25781866553473165,-0.701284389926009,0.0669894034999956
0.25781866553473165,-0.701284389926009,0.0669894034999956
0.25781866553473165,-0.701284389926009,0.0669894034999956
0.25781866553473165,-0.701284389926009,0.0669894034999956
3.5,3.2770450829507,-0.008389427893213508
3.5,3.2770450829507,-0.008389427893213508
3.5,3.2770450829507,-0.008389427893213508
3.5,3.2770450829507,-0.008389427893213508
3.5,3.2770450829507,-0.008389427893213508
3.5,3.2770450829507,-0.008389427893213508
3.5,3.2770450829507,-0.008389427893213508
3.5,3.2770450829507,-0.008389427893213508
3.5,3.2770450829507,-0.008389427893213508
3.5,3.2770450829507,-0.008389427893213508
3.5,3.2770450829507,-0.008389427893213508
3.5,-1.1734351595650665,0.018212683807025343
3.5,-1.1734351595650665,0.018212683807025343
3.5,-1.1734351595650665,0.018212683807025343
3.5,-1.1734351595650665,0.018212683807025343
3.5,-1.1734351595650665,0.018212683807025343
3.5,-1.1734351595650665,0.018212683807025343
3.5,-1.1734351595650665,0.018212683807025343
3.5,-1.1734351595650665,0.018212683807025343
3.5,-1.1734351595650665,0.018212683807025343
3.5,-1.1734351595650665,0.018212683807025343
3.5,-1.1734351595650665,0.018212683807025343
3.5,3.5,0.016201212155159794
3.5,3.5,0.016201212155159794
3.5,3.5,0.016201212155159794
3.5,3.5,0.016201212155159794
3.5,3.5,0.016201212155159794
3.5,3.5,0.016201212155159794
3.5,3.5,0.016201212155159794
3.5,3.5,0.016201212155159794
3.5,3.5,0.016201212155159794
3.5,3.5,0.016201212155159794
3.5,3.5,0.016201212155159794
3.5,1.145876068739824,-0.010727899541414843
3.5,1.145876068739824,-0.010727899541414843
3.5,1.145876068739824,-0.010727899541414843
3.5,1.145876068739824,-0.010727899541414843
3.5,1.145876068739824,-0.010727899541414843
3.5,1.145876068739824,-0.010727899541414843
