time_index,c0.v,c1.v,i0.v
0,25.02017955927033,10.518491241375491,18.14618661679497
1,25.015456850266116,10.99167132657962,18.130831192503745
2,25.02529114069852,11.154835210671722,18.142469785511796
3,25.009996727517002,11.536926955973815,18.131619374735287
4,25.004644414007824,11.667761939187262,18.115205857345224
5,25.016391079985862,12.067252840989473,18.122912110343474
6,25.018955118650286,12.271279312078725,18.12714809941221
7,25.00983255352002,12.805141971157342,18.116290055657164
8,25.002998509593624,13.063118740191168,18.12551896482375
9,25.019684866023486,13.287246385036855,18.137035649478175
10,25.027702412537362,13.42705150197755,18.143618675402887
11,25.040470013594508,13.79362162642859,18.138879091500343
12,25.046590784224612,14.1162448517763,18.128597953578
13,25.042813196125348,14.27017819957686,18.126530540463033
14,25.03612588325609,14.790099761501695,18.120006211800106
15,25.020209169819005,15.141446228007617,18.136105699506487
16,24.999700722253056,15.531833246729018,18.14520821042176
17,24.981151487871355,15.981930729614332,18.140982587140645
18,24.97624476104395,16.47887980537334,18.130238461185822
19,24.2393549203462,16.61874654761776,18.47612413517144
20,23.282870775036287,16.830658816977753,18.5943525496011
21,22.459112990310405,17.11382165358827,19.045398843231926
22,21.651716483054486,17.381539629158947,19.586369529452263
23,21.162379366983934,17.78129853123045,20.116710009496888
24,20.532750469048064,18.25505226513017,20.244903829752264
25,20.12246939367846,18.792138667438365,20.725373024197026
26,19.78539080064093,19.21876536277652,21.14836042676612
27,19.451458271852808,19.78340939898417,21.30987597066251
28,19.067980498552867,19.941811843157463,21.494832608072638
29,18.73610333836644,20.34290402929805,21.678425536344005
30,18.25524700681501,20.651797763428487,21.86183214150481
31,18.206051728596872,20.83221576196577,22.052551403941592
32,18.138018978133353,21.012337087213496,22.224603079393546
33,17.99958664819575,21.530349063750016,22.62785993409618
34,17.897046175226116,21.869343102903844,23.110160707657446
35,17.809390807322266,22.108494994969256,23.44496052859541
36,17.70655687264984,22.66737581713179,23.915312272357337
37,16.76363089243181,22.97285977166192,24.21947421591055
38,16.50044246380597,23.255855567879888,24.758713582007243
39,15.875290303941465,23.447073602950418,24.917163022602384
40,14.985776253182253,23.55885532603494,25.47228249480274
41,14.462810993144885,23.88305692380573,25.871854344553505
42,13.704007054872667,24.028142968713063,26.049501744508504
43,13.005623866775975,24.45618372556477,26.608453340224248
44,11.966041856821334,25.020560810005282,26.89925857815013
45,11.63579104535022,25.555817695322933,27.14233088060002
46,10.900961255150412,25.700976907667844,27.617670271066547
47,10.503180306939887,25.835207812980535,28.172775840049862
48,9.713237657534746,26.01620399349864,28.538204120997563
49,9.254815618650218,26.428107378114195,28.716193158259127
50,8.502334787519867,26.696611595326072,28.86328424591228
51,8.19168715412427,26.91254387458324,29.163164983740845
52,7.596759852359618,27.03744582671062,29.363310007448632
53,6.902031509815477,27.35271504039771,29.626993090794954
54,6.558117750839726,27.53423634387273,29.793719945265536
55,6.3777162099344915,27.490370748736574,30.346159365289953
56,6.157267265494238,27.366651681206303,30.817186892604074
57,6.016077612047442,27.322653023643134,31.228422744595818
58,5.847826844325443,27.236578120640576,31.469943741592928
59,5.595071842704996,27.153543336769214,31.72345089317069
60,5.349132158171413,27.06441693645063,32.19858206634701
61,5.308815119393638,26.14453688093254,31.40542863427359
62,5.252793563859518,25.799063089769454,30.828009556447576
63,5.2202911923265125,25.381862093133723,29.765010268450265
64,5.152913739883441,24.88289157454507,29.387313168341905
65,5.097741587728705,24.36172244575777,29.08963565465057
66,5.040281482000728,24.03944479588038,28.32072575398027
67,5.0263755503039995,23.625056654335793,27.836388186941726
68,5.037060393711849,23.133962454837434,26.834436502026488
69,5.019780484865666,22.294891153143237,26.414611136828082
70,4.989823455815118,21.383464959129267,25.9004316235672
71,4.975633782651607,20.982204967571285,25.26233059672874
72,4.968532170878709,20.078454561415825,24.701255114273657
73,4.976557698621036,19.364523067131213,25.081116728319877
74,4.986087883588197,18.516361482455697,25.423918579854867
75,4.986876106101792,18.061219116410857,25.934827091390236
76,4.983694246223102,17.749018227210758,26.26711014442038
77,4.989178060380328,17.473935113114745,26.63053036278118
78,5.00010975671382,16.901235375613226,26.960564062265295
79,4.989230715157329,16.473299186360745,27.26173506126065
80,4.9888656865438135,16.058692259685444,27.780569637680507
81,4.968727438418723,15.33514065734186,28.231027398471046
82,4.96605276026122,15.053185010052525,28.448698929281516
83,4.943793295668997,14.786835770269738,28.79064583725
84,4.921998131650712,14.280566021299148,29.149184937054994
85,4.929470293171196,13.276250616517267,29.36934530910812
86,4.9287206641716335,12.361270949021304,29.78392207531601
87,4.935094854028519,11.320352975940882,30.134486543632583
88,4.92042019305941,10.56269436085488,30.53620431222897
89,4.910650205475206,10.138494389618135,30.97871380912397
90,4.901292422269304,9.616369344093041,31.44638350026289
91,4.904983115498323,9.30845787402578,31.77243854831236
92,4.897882360121629,8.363406758070706,32.11401419743218
93,4.896329100852103,7.479209625951577,32.63388817328855
94,4.89070975529968,7.111317234182389,33.15976353090311
95,4.88368433322437,6.455173211566676,33.64415804812536
96,4.884508621883685,6.068712239204699,33.92782193273803
97,4.87687874274331,5.095079455705949,33.096299086198826
98,4.865908391222481,4.432901393914747,32.234843383292635
99,4.869493861465242,3.9410074986428354,31.666473144465712
100,4.8844952521006775,3.266580096044488,30.964511189465497
101,4.878539408135324,2.746606851615312,30.17950392005233
102,4.887819910555115,2.1551873350328763,29.893508609649796
103,4.882369311296863,2.148471808080503,29.510878660539134
104,4.889569127389385,2.132991249449557,29.058764084478142
105,4.888627515236684,2.1319923270891104,28.662418559603825
106,4.872404143032304,2.0959086391378268,27.657950248318045
107,4.879768438883751,2.083783502669174,27.096022373716444
108,4.8811123998873835,2.0713494802225165,26.149348397339864
109,4.872373508830298,2.335175441439979,25.814677305931124
110,4.883792148956466,2.5406532798514405,25.388096238592393
111,4.871132567033508,2.606956737523967,24.383784210017495
112,4.8738207263074536,2.784278358823987,23.669246121019157
113,4.863691633055479,2.948639519605757,22.90075230280229
114,4.85556071709031,3.1233791599393657,22.06106548964654
115,4.870654674726423,3.228677032346671,21.210718814592337
116,4.875494469624482,3.290736848088863,20.250462087129783
117,4.881466726796027,3.3438302063829193,19.310160184160974
118,4.905839326694191,3.3923997165437156,18.51512094645472
119,4.9217051318479985,3.456304052032357,17.684857413986112
120,4.932769199366653,3.5065430298882245,17.013127345035084
121,4.938136045280556,3.5623304308332995,16.590638534102105
122,4.9405840762640585,3.598718420755765,15.89687370164912
123,4.9399947054690845,3.6145006469529197,14.9494179040736
124,4.937508672674311,3.7022209162527697,14.491281261836265
125,4.932001638577058,3.752482219653721,13.730901492377377
126,4.916627258246022,3.799785086426061,12.841820925651716
127,4.911008505092551,3.905994039339899,12.768140198856168
128,4.915355216906086,4.000099004257883,12.517595098583492
129,4.906651790258612,4.120733565120618,12.349853685908652
130,4.909570727942847,4.176835293247726,12.131018041480246
131,4.901811660558542,4.3078099076073055,11.958000835787386
132,4.912094471421362,4.355098720273485,11.859802841862727
133,4.894721392092437,4.362819827978849,11.753097329844515
134,4.896826653766509,4.3618187429709385,11.644626560726707
135,4.878925974068958,4.374153801491124,11.508233081182716
136,4.868158251661312,4.365761338009036,11.406900883276775
137,4.880376201761759,4.355223911991671,11.312705759748392
138,4.884405782404288,4.351778962816784,11.221103883456225
139,4.897651851840502,4.388213818966691,11.21412043081974
140,4.909686356939104,4.428270522024857,11.182227806803406
141,4.895882365448706,4.464532052302011,11.155443844686172
142,4.9111296324583105,4.5092153666160035,11.15377774796031
143,4.910474162447016,4.562714198637875,11.14704359390403
144,4.898126557643856,4.6053497495091245,11.148335237505966
145,4.9054790896604725,4.615573169231999,11.145375326234749
146,4.922144062685245,4.649471479273378,11.124988865244283
147,4.904876115873895,4.687606852940403,11.117146794731656
148,4.890332444731304,4.698101614750434,11.107884739338195
149,4.876741604164504,4.727540020174738,11.11635016487457
150,4.886984736813666,4.763222667600343,11.114887802137021
151,4.888281774230799,4.771350953628182,11.132365458827728
152,4.876704926279244,4.769562235003749,11.134011356428434
153,4.866837865542387,4.777285724587902,11.150706736593834
154,4.87065211502791,4.780165774345813,11.150778400901151
155,4.885817731292594,4.765119406133592,11.150075590970816
156,4.882721402829964,4.744307661780716,11.135383932590711
157,4.878818568914614,4.764877171242264,11.120978947048322
158,4.891124672198458,4.805996932505364,11.101247382789357
159,4.906751604606338,4.82260853307923,11.099495061706415
160,4.895007394389694,4.85861484272787,11.079544575740526
161,4.897568241171443,4.869613067554358,11.084615937996679
162,4.884243639544632,4.88790108219523,11.090948098359178
163,4.900262025550231,4.8575078395015545,11.075483103116628
