c0.p,c0.v,c0.a,c1.p,c1.v,c1.a,i0.p,i0.v,i0.a,c0-c1.d,c0-i0.d,c1-i0.d
0.0,0.7360706829606328,17.215558536714543,0.0,0.0,0.0,0.0,0.0012433958469372972,-13.427456972724945,10.954720354588638,15.30465543333689,5.433502542387036
0.9984939473423105,-3.908861465454129,17.21556300858181,0.0,0.0,0.0,0.6016742336246677,2.6706344896573038,-13.316078567246345,9.956362783801355,13.747309034816249,4.863082864077768
1.2156608157797395,0.7363320399759075,17.214446281077752,0.0,0.0,0.0,0.6131572809294713,0.0015307648725466356,-13.323910398574133,10.173349074635759,13.9581934865101,4.8718151492895245
1.285166380407838,-0.46589888473400465,-5.351834130248749,0.0,0.0,0.0,0.6209957254749492,0.007414521230144006,0.02335728839213266,10.10394073928926,13.887369927967594,4.865557949266287
1.3099759514410838,-0.33381187960644093,-1.6039692720562748,0.0,0.0,0.0,0.6341501823000544,0.006250061320515928,0.018840971923877216,10.080087996383591,13.868799119437307,4.87471501307546
1.3530749406991927,-0.7866605962265334,-3.0547947518728913,0.0,0.0,0.0,0.6415666444793411,0.011184713248486714,0.012039608617200194,10.03707499627177,13.827895058050927,4.87974130174535
1.467490725699818,-0.944805976628577,8.727314066535257,0.0,0.0,0.0,0.6451213856362163,0.008649296368096766,-0.06768526770081117,9.922708117620774,13.71753727034833,4.880918554349492
1.5421744412726215,0.9591279743198725,8.657738693729856,0.0,0.0,0.0,0.6524588167529882,-0.002344136909488344,0.0812847212176132,9.848037700611732,13.643101733350953,4.875490565101268
1.8091803136134676,0.7865989954519054,-9.277371610150686,0.0,0.0,0.0,0.6556449454483345,0.024891939635386714,0.12644085051903997,10.114777893892978,13.898946215897492,4.878160736217622
1.9186541955960839,-0.8964906459230161,-7.637025160663329,0.0,0.0,0.0,0.6687474749031505,0.022940256973891543,-0.2073240860943161,10.0054774917948,13.786537307827828,4.865696137045462
1.9890593793369484,-0.7408422190621432,9.230574003040635,0.0,0.0,0.0,0.6736065787208982,-0.016573706114314114,-0.20066121066116502,9.935270959334856,13.71975883845567,4.862840139537738
2.067178370957711,0.949566156064658,10.933692089661308,0.0,0.0,0.0,0.6817407585191927,-0.017212506688300405,0.014059523489495601,9.857186884164255,13.645232969298215,4.858773168172967
2.335322123106969,1.4458320639451514,-0.18240075044669515,0.0,0.0,0.0,0.6831498645226858,-0.01378778455196907,0.017831174702874257,10.125251025528977,13.903341757126878,4.858816884868923
2.3574045380448347,0.9131290720222557,-7.577376282527014,0.0,0.0,0.0,0.6941243182835467,-0.01363564095835213,0.02293745677967366,10.146372485163464,13.929826616078216,4.867904805020706
2.519065053208734,-0.0696286452196644,-5.1863628481320125,0.0,0.0,0.0,0.7040415451726368,-0.009201916680910542,0.03072935382423616,10.30789073344396,14.08781377514105,4.875828603023439
2.6945487168523554,-0.1241487528704527,-0.9875887790051967,0.0,0.0,0.0,0.7126872348408263,-0.007544930333880867,0.02312637667646192,10.132467541414703,13.917933899490274,4.870077748021342
2.8451175114827394,-0.2671465936772012,-0.038249669677760854,0.0,0.0,0.0,0.7173017509959619,-0.004576841264432412,0.03967275305003546,10.282968958790493,14.066465826578415,4.873893843456387
3.0490931044690397,-0.13180213255807305,8.884803348545121,0.0,0.0,0.0,0.7234399580695824,0.00038904085309387484,0.033915096746433546,10.078993368071682,13.867860037519542,4.869551144786791
3.2268771579101334,1.50981056394353,-0.09127380400295904,0.0,0.0,0.0,0.7279882035584889,0.002199147798587624,0.003963034038190312,10.256668229826316,14.038940604953877,4.872673310847381
