c0.p,c0.v,c0.a,c1.p,c1.v,c1.a,i0.p,i0.v,i0.a,c0-c1.d,c0-i0.d,c1-i0.d
0.0,9.765176582699121,-1.019840524736216,0.0,13.469630369464099,-55.19580061590018,0.0,6.794514703967359,-7.284698096309689,32.26874441863351,31.646050307949668,63.78754721478161
0.9721643054075018,9.667912060526826,-0.9047966396948597,2.0728034419059242,20.293795600337347,-55.15147213372595,0.5156128657965077,5.565087551312157,-2.121278298104589,31.175389953634017,31.194725428819538,62.252439907634944
1.9336178701938325,9.58421438064306,-0.37681900505310334,4.072688349475877,13.482793600221768,-55.033608491384285,1.1142404322869066,6.371667187535018,9.30243517843401,30.13859290218383,30.836921439408698,60.85155628844423
2.8890481169424183,9.592532631579367,-0.2151306295876992,4.78351916618718,9.262074649662438,-10.709566377568851,1.791417503177227,7.428607994067803,6.658268368109213,30.40429412118641,30.56556643432246,60.82890475019184
3.852149705249931,9.541158750987623,-0.844111722324496,5.941595352270107,11.326413393335045,9.408288166420117,2.6022145124838767,7.705467045783345,1.1018144684628275,30.211377586356022,30.419344816046344,60.481486193151724
4.797280508890132,9.42369034591939,-0.7910292791957025,7.050121794880393,11.129109665228947,3.4055171869724847,3.334393745261271,7.648030290682022,2.302489535262513,30.049199847096986,30.2124501265331,60.10525194585033
5.736887957838722,9.382964042072594,-0.4119814546553177,8.168225726806174,12.00255122102713,0.09490689458473114,4.134467181704852,8.168479788181465,3.7591116562577658,29.87077442497108,30.07948379326997,59.78834189744988
6.673915619064912,9.341298149410596,-0.641990474582378,9.458938046302155,11.148313890328152,-5.103871619344808,4.972644269066298,8.405655377288577,1.5807745388204997,29.5272614727345,29.987006155051034,59.33614393757738
7.605210237953075,9.254592521971,-0.8561509334391025,10.406135216642507,10.980010044758979,-9.943712746783879,5.819334221427628,8.487311816084041,1.6420509255092484,29.51121157835855,29.909792949629306,59.2378881422244
8.52490238644418,9.170109388626953,-0.6670224573416781,11.65659018550438,9.163803164260313,-23.430503199813135,6.675277173217104,8.736093103968688,1.9645673065244629,29.18031146704999,29.852972150104037,58.848062603779105
9.43928142298078,9.121254530962544,-0.48255579590754516,12.253019552006885,6.301028725568211,-2.179684791130297,7.571856779694159,8.879784184918158,0.5420961359261963,29.513538140413065,29.84164436318088,59.15441549868442
10.349269041190936,9.073702744631397,-0.4654673207155274,12.930451063617689,8.568675891096255,28.354334916154848,8.459496850805236,8.83791473540961,-0.05834075292272421,29.7496429150703,29.826001541136428,59.36089649673589
11.254136064592837,9.028257228590752,-0.6184135681237555,14.00703692499382,11.694737728357353,12.734442975574073,9.35058881130039,8.86430405260935,5.949606549993154,29.57997699882724,29.820025475129828,59.18678709325126
12.154947988885015,8.95011948145619,-0.7743903288448236,15.273064788274448,11.252974103795653,-9.28437169055112,10.242609687167846,10.029019388953317,2.8504901192310403,29.216825893422627,29.819758451112897,58.82383431229785
13.044199016593705,8.873427369257875,-0.5588614324085296,16.26074088422919,9.869273406493805,1.6601980030988468,11.366709508816669,9.440267991139681,-11.081187286361581,29.117927963165016,30.062159996950225,58.96289205401093
13.929663997934716,8.838389382471638,-0.44353006549228663,17.247640104251833,11.594683854902138,7.022638423157588,12.138336224081524,7.8200942060480685,-0.10851746019040906,29.017419928313156,29.957475813132305,58.755337994534614
14.811918823198193,8.78472830471147,-0.7087495308164453,18.580431598878427,11.271397708630252,-10.24244579723619,12.94067448983187,9.416445145887415,5.542079225555005,28.56650924983548,29.886581978318553,58.22839045019319
