c0.p,c0.v,c0.a,c1.p,c1.v,c1.a,i0.p,i0.v,i0.a,c0-c1.d,c0-i0.d,c1-i0.d
0.0,8.947091700101735,0.27445470479288797,0.0,8.717888977359806,-13.09366328529666,0.0,10.173362179156202,-18.209341177564973,12.856880077192585,23.668170253332192,11.203905669615914
0.8944097815420865,8.92202105893461,0.27551728704949285,1.3531243476387063,11.171907769428904,-13.079246382914864,1.8131045554118572,13.943001711705126,-18.351611628049206,12.398128630705004,22.74118441078381,10.752022430177501
1.7844099223965573,8.9473439450188,0.2766878091487788,2.2388212623153576,8.716844450701721,-13.087013945823099,2.80147799701094,10.182988778077426,-18.32308694433958,12.40323367586777,22.624752318478958,10.591149307002159
2.6839375762809823,8.977591682625809,0.6562509980197296,3.097734414623895,8.560222377328268,-0.11685430287161933,3.863697976057857,10.272796084850023,-2.4026247139998826,12.443053866300255,22.46639977321166,10.42394326807406
3.579999860899063,9.078823060959895,0.7881932124192609,3.951665079471649,8.693221714789264,1.3371867719921264,4.860299144624834,9.70323637520021,-3.742370358757064,12.484869180348436,22.349615989630074,10.253165705188247
4.499733517319321,9.135491567157379,-0.10544319555421311,4.837826049173632,8.823486252941862,0.22108004428833183,5.808926878486253,9.524192510611817,0.6904416082059377,12.518059708952494,22.32394230472014,10.221486471321132
5.407156448236926,9.057998114893888,-0.540687954377277,5.719016709779661,8.733695425828211,-0.9843008411558932,6.767485670749664,9.841224916505045,-2.9781175101609367,12.543596726738183,22.266030787756435,10.151733840671373
6.311385331735233,9.02763088060659,0.06767856479517136,6.586214435943285,8.621537174926242,3.771107572771688,7.778079234917806,8.923789196268164,-11.220769688216166,12.580042004662966,22.146030487817722,9.996345223561434
7.221729995282845,9.071811981121968,0.5149762519248463,7.453285075042627,9.487336996575513,6.426720289029657,8.562984341355419,7.5777151445180335,-2.5816580643314064,12.622818452108774,22.261148470743713,10.063320435224917
8.134823215357674,9.131149500017736,0.20614982252805364,8.494508408553365,9.90976430976753,0.35751610705047665,9.30275943441957,8.395645611947925,10.165070015300497,12.494270137423017,22.42114092534007,10.326896816687354
9.047980727644708,9.112953715715259,-0.9769285633428525,9.437228405664165,9.554681876704676,-2.8067111461464824,10.246996407490652,9.607119342640958,6.959360110539219,12.464440656527714,22.377240467881983,10.301098265387964
9.957454405072168,8.935800095580824,-1.0028942366662574,10.407883561771566,9.34543127624902,-2.5510850244777825,11.22949555598485,9.785752354360264,-2.8565066508186856,12.402855888215502,22.293673365402825,10.274162735741735
10.835295828176267,8.912330866012521,0.6605343545895183,11.307983513293468,9.043740039658504,-2.9216431107775476,12.20621085317426,9.033537478509126,-6.682550041459256,12.379867727329602,22.18490933157848,10.186519219609096
11.740057980665275,9.06800024545787,0.9705256012113201,12.218164069896531,8.761012335484116,-3.2133618748791863,13.037993878562634,8.441115943401012,-1.4173501183483832,12.374165039187076,22.247830196331307,10.250029763027337
12.648948223935413,9.106632714927207,0.26955269869291865,13.06298027743562,8.397005326935599,-0.34567498886863873,13.897255559410493,8.74206598659003,3.5503989138260326,12.437625768459318,22.287314040875916,10.232172851750654
13.561407543042254,9.121941325239384,-0.013299758310517225,13.899834384835183,8.687524364263862,1.8099918434855486,14.788101771831307,9.145194063310813,10.080376418614405,12.512774332723353,22.30189996328618,10.174304759901366
14.473345526971187,9.10414566671158,-0.26813391830602695,14.801584366492783,8.757956681847691,-4.887161455179457,15.728471379396359,10.755650749561266,13.029578111947307,12.522482482801186,22.26447987131866,10.12592075851071
15.382265099725057,9.068435830646097,0.03301297298465564,15.65334218327896,7.707818606988992,-7.172349105802887,16.941431448634205,11.75213489217098,-3.717819460682481,12.57891134238645,21.95771922517148,9.78901124962309
16.28704802695803,9.110855686108488,0.2554792101996577,16.345347697973295,7.323765689091702,0.7449276005224696,18.079823035254098,10.011388614507256,-14.704625030910327,12.791208341519642,21.721452878720505,9.37635366402411
17.204448340930472,9.119630929762101,-0.2479407138117117,17.11980329530339,7.859037196623085,9.493988027117165,18.9456750550482,8.80737391541643,-3.8233382684826247,12.933545794328966,21.762208824035245,9.282836631791453
18.110980367293195,9.061386459025792,-0.3062206065824636,17.919548688029913,9.220024351066852,10.81574029772729,19.844225191436834,9.244406597371768,4.112865811386046,13.040059019332158,21.760755462263244,9.18979329605541
19.016801330158625,9.058565571139187,-0.25975677677519116,18.966391531719815,10.018033575530422,8.216342366298484,20.796488216036717,9.62821776299135,2.6275348036934796,12.898375721424799,21.707204250671197,9.268136113797343
19.922771743816334,9.009527767599447,-0.6120384222359976,19.924107222583512,10.864300811106542,2.85077593567228,21.77091902544139,9.76726467453193,1.0560753906051192,12.846213326168488,21.632985087606375,9.243900290709233
20.81873938643718,8.936239109206467,-0.9028783458576114,21.140183797516862,10.590258463791804,-7.9617902053008285,22.752035112305215,9.835984450589814,0.7203796105736802,12.525895560166562,21.541602310895634,9.447043234483026
21.71004888874253,8.828936580923052,-0.8106793693733615,22.043026115909033,9.272542715501375,-10.789240786495915,23.740848782384997,9.909140531623132,-0.21727696704051808,12.514032982246233,21.438812145779984,9.358907825643005
22.58452696945852,8.774065926208332,-0.18016638185245978,22.995034710031565,8.43267142943869,-8.32489018554887,24.735763950115132,9.791015594556203,-0.9173275589537834,12.436336358815892,21.31373972630884,9.307444402243416
23.46486807458607,8.792900750363462,-0.2325769253793269,23.729812935085594,7.605937689804623,-3.657314234730365,25.701065085103064,9.725349275115995,1.9352457427258223,12.581453318566469,21.223208140035787,9.08885191086858
24.343110478151836,8.72751549062852,-0.7674481119513199,24.51716671389509,7.698592036494466,1.317404529241307,26.682934054502848,10.17916372623632,0.5117601678265773,12.671974291725537,21.113392277865884,8.90346761672431
25.210393259265235,8.639383530792562,-0.5966933234957872,25.271946566961862,7.867506088195218,1.761819761286916,27.739319398880436,9.826679559025246,-4.846386986779793,12.78447301573421,20.92077292776519,8.629946619032978
26.07101124642686,8.60813632200974,0.15126273408795443,26.093310468507322,8.049815218107595,-1.8273306521831925,28.65075145243086,9.207574540468954,-1.1363635925300628,12.823397089826075,20.862706445398533,8.541068867960819
26.932020612220036,8.669627258896119,-0.5068060351106737,26.88377235650524,7.503063320035294,-4.340754029393036,29.58313369938332,9.59780485128214,3.7871354918375673,12.893704055450256,20.786312580115375,8.411474154101198
27.804953134820565,8.506902939405164,-1.2598227104894488,27.59535978715064,7.18271690975985,-0.5058782782101864,30.571682443329856,9.96416710706716,3.59241683245414,13.054672824764621,20.666858562258668,8.16381634450639
28.634359882084837,8.417305221889514,-0.1466895089571476,28.32205470058264,7.402962306780159,2.6729862114513563,31.577381303523794,10.319360285716348,-0.7487542056906812,13.158121707156743,20.494751687752586,7.916292199367648
29.489485458776738,8.47696674002113,-0.19589770560063077,29.078127085198233,7.7178987569852096,5.264765863528214,32.63770242039929,9.812542162733909,-5.78295802982926,13.257274202896854,20.286403693794107,7.64285300881832
