c0.p,c0.v,c0.a,c1.p,c1.v,c1.a,i0.p,i0.v,i0.a
0.0,8.020069583847398,-0.05480606096518656,0.0,7.789166049749155,-0.22318704141159437,0.0,2.5721357605870816,-19.487105995671058
0.8087988883487691,8.01191622232494,-0.2322198044888682,0.7546215024566606,7.351616878277871,-1.8931260065381446,0.1963877643270937,3.8379260038796823,-19.487105452453285
1.6024072723509217,7.973637273517969,-0.45739327749200714,1.470425913269128,7.41038925833005,0.1782181646443389,0.8086225938601325,2.57264641368351,-19.48804732357236
2.395584208433854,7.920904222187858,-0.9917707530237401,2.229296717333863,7.387145656963307,0.16101016257847642,0.89872720970812,-0.03999014436824764,-4.51380819219094
3.178680697775515,7.7762818325166645,-0.9314119247152752,2.9405184812088443,7.442552814356531,-4.622472444912575,0.9844872514344326,1.674421315138448,6.442226115445068
3.958629880699873,7.733688227554535,-0.2310821374103761,3.7256319238245705,6.4577158047581005,-9.935199115395195,1.2491446202428227,1.2549387514539572,-15.518673359335152
4.733211331631805,7.7298186911088225,-0.18673367998116008,4.238962190053699,5.445895616498692,-0.9324963375210195,1.266917173214084,-1.4393528895265093,-16.440611344423758
5.504787507412745,7.696315954971468,-0.34499537184053636,4.815144917441936,6.272587159208109,12.674288296321524,1.5493481505787738,-2.036279635584369,5.18142243539253
6.2726269868936235,7.660769135863976,-0.3953391936801487,5.493746183140058,7.981423069303058,11.87288268317591,1.684064064775009,-0.39681547113413196,9.038849580356818
7.037025555000257,7.617194201478676,-0.7547444984107996,6.411633288900567,8.647177124884374,-7.508229928472154,1.7317567031003822,-0.2137505189107216,-0.20889602243108651
7.796202471123033,7.509789731923276,-1.146303320699841,7.223390048127843,6.479412837443877,-15.848017678138868,1.821644000584396,-0.44166126605268746,1.2869663459468939
8.539094595206482,7.387898300272807,-2.1018366447565877,7.707810903079206,5.476995238788788,1.4041135603543697,1.8477850808313743,0.04492158197835109,9.80540517399311
9.273895026314525,7.089414159256272,-1.814942454803914,8.319193333306226,6.759960954642497,9.799347544217856,1.8575155473271652,1.5241165834909698,15.362741421233757
9.957250929434023,7.024833287250632,0.35409110951129436,9.060059131230153,7.436703475645793,2.622925086271993,2.172977386480529,3.08139429960536,-4.4420342233476084
10.67908866179031,7.160212028397749,0.037753630920339544,9.806724629577902,7.284356571832586,-7.874858000696809,2.512300651071024,0.6291118071951057,-21.969461461399515
11.389303317901199,7.032424062719016,-1.5426964429302477,10.517073804453087,5.861488061266587,-12.475470466848053,2.7299498702075122,-1.2885042888105351,-8.848029834681158
12.085669068713726,6.85168806589895,-1.6091147650740139,10.979504844148282,4.78915094379539,-3.1253806440215075,2.822210823167142,-1.125186072557167,-0.3302722061371966
12.759795583478759,6.710614577587309,-1.2943888017321596,11.475382596212494,5.236217071468192,4.767126997963013,3.012624048069656,-1.3492277880510037,-0.6340673440623904
13.42798762604682,6.592827040696491,-1.4045759415917238,12.02689174244313,5.742299589941326,3.5173131891735183,3.1176778043969904,-1.2534267301307493,-0.4600337052741706
14.078487138365007,6.429715001620717,-1.4587064326984835,12.623938339708426,5.939488791416587,0.8910062279917922,3.2718536843239923,-1.4368108758792146,5.440811217721471
14.713936437899585,6.301104070976085,-1.0013080467805802,13.214956330799293,5.919832284862403,3.982467769245632,3.4716037265506334,-0.1639351800796724,7.691830406752674
