c0.p,c0.v,c0.a,c1.p,c1.v,c1.a,i0.p,i0.v,i0.a
0.0,0.6563486733808266,-2.306381816489575,0.0,-0.8033895740709152,-0.5123398518941337,0.0,3.8092514651228355,-9.402027347839056
0.10160239976466823,0.39211678619363116,-2.2260258760896803,0.06809633601277637,-0.7366791061062682,-0.5123368556979719,0.46141469225602577,3.7378626768538386,-9.247895794157444
0.21659983000479371,0.6560237710681491,-2.269814756504148,0.147345286375928,-0.8033881945139808,-0.512335501289946,0.759770399979915,3.8096680106323833,-9.392458824581016
0.24050553674708483,-0.05531439260057363,-4.490464235289117,0.22879100229974758,-0.8391456537168458,-0.3206031017773922,1.2244011042110066,1.8791369445294563,-30.514490477332387
0.27467869776687365,-0.24267271335848686,1.471475717399903,0.31519385460867233,-0.8675089168689368,-0.14297084381156627,1.3398152480322258,-2.288735705263594,-26.424144246300028
0.2957164678607225,0.23827859586956493,4.502770359227971,0.40240811682375915,-0.8677440195469059,-0.3146541661012301,1.7104324886304052,-3.403100665111995,-1.7123855618911277
0.3624007280247927,0.6581007542621184,0.9525112857259183,0.489685509183605,-0.9303935635327332,-0.5792497011912741,2.022096573300553,-2.6444277633428928,2.19530748870024
0.4274989212372853,0.4286701366352235,-2.371847310716065,0.5894912270571319,-0.9835557796060541,-0.448711653172015,2.265802884453338,-2.985029645269875,-7.054160017442821
0.4551951828489083,0.18262181498495764,-1.0827638344143757,0.6866197804565823,-1.0201579520654358,-0.4727417808228688,2.6631845032490373,-4.064754039358585,2.4338352204025027
0.47542870537866927,0.21265352311021926,0.20928124979371507,0.7938378266020447,-1.0781238712995604,-0.23154389587995147,3.1075732439208656,-2.496298071460726,14.555902682834898
0.5022111273697966,0.22639650248818785,-0.33644548237038524,0.902533403233523,-1.0664790885793693,0.2932332626067409,3.221472012636531,-1.1494557991071148,9.031661332012957
0.5238781780092392,0.14527251038789707,-0.34756465303526446,1.0071886754681691,-1.0194744997191747,0.20324638353922095,3.388018672126753,-0.6943042798670229,-1.4762455425198036
0.5408459514467392,0.15710734678850027,-1.055854366624475,1.1067959981772972,-1.0258302526084617,0.08535998120466598,3.424143493498822,-1.4472202635830251,-0.31971280084902004
0.5629770668113244,-0.06583139183014235,-2.3972492210161653,1.2127924743171472,-1.0023899266262757,0.38054576786645583,3.7863922414966935,-0.7584379244616121,13.79204554974919
0.5987391373201003,-0.3226598264768753,-0.5351888025489616,1.3085180956018934,-0.9496830530118631,0.10405796708014202,3.9705383727850183,1.3093575858567361,7.840923401459237
0.6301711316923393,-0.17305286098091452,1.512773488516311,1.404392383454765,-0.9815330964437416,-0.31198270201074607,4.152336872511749,0.8079274605047031,-4.394269247085073
0.6349863374841644,-0.02044404440461146,1.4083222412206753,1.5060987542798785,-1.0120358840043933,-0.036297572299851553,4.282658297871574,0.4303252286934476,-1.4347044716669626
0.6390008781993298,0.10842404553613243,-1.2988339343263322,1.60773942549019,-0.9887683642513189,0.39053985268131525,4.423233075301519,0.5211584270504487,2.6755184921890223
0.6626466256037904,-0.2800799086085046,-3.3353573926565665,1.7040786635272192,-0.9338953241253927,0.5173354906608914,4.581538507660496,0.9674553402332792,2.076149534486919
0.7400395888076825,-0.5584817270961324,1.3228980316045487,1.7946979332843613,-0.8852845442182691,0.5360557231748166,4.743941589574531,0.938206580474919,-1.2277041116280045
0.7743780349762144,-0.01528805205860157,4.132958525250331,1.8813351177994069,-0.8266739985535929,0.6532705494985532,4.856159372012128,0.7219504213422047,-1.4926049583952068
0.8056359166965417,0.2679236348538683,0.8545269141382066,1.9602568613614146,-0.7546230643156274,1.3084763072519439,4.990978779040502,0.6390616062415929,-1.409777884158567
0.8288829409858474,0.1555311183780484,-2.9597230956345535,2.032490647245321,-0.5649873125801136,1.4614495313591316,5.095013274485095,0.43880379021963634,-2.5605066088956945
0.8414378370201081,-0.324057657913779,-1.4700008338947497,2.080057361612343,-0.462162407334459,0.4907964215422874,5.126812898408639,0.1267909175476247,-2.5465956604849267
0.9151729097891209,-0.1384789911740805,2.9962634568998032,2.1316736298406385,-0.46663402053885195,0.36833741304747103,5.166847680775619,-0.06839165645579896,-1.2926538901262599
0.9610521175924659,0.27521984117905096,0.9900481980655785,2.1733905340471042,-0.38850372785471937,0.9672821632835124,5.40444229849712,-0.1360941019864171,-0.21281982161016158
0.9704198211313885,0.059565723767010643,-1.378737450271876,2.2094335896796546,-0.2731788632187468,1.2389533739467713,5.516369629931207,-0.11552860849528747,-0.09952853124228944
0.977222503500136,-0.0005067701540162426,-0.4580697742618947,2.228865811815475,-0.14071443923481694,1.1425917460870914,5.576893804765301,-0.15759021333808823,-0.5023009555531652
0.9890476220181738,-0.0319351639947434,-0.09438137350756179,2.2385618087881727,-0.044662477762736644,0.8118093466225742,5.61764134316978,-0.2185722788265906,0.4430307429652289
0.9939896797393352,-0.01926729229083987,0.1404154010496181,2.242425025615923,0.021647003783227578,0.40495497806251396,5.651162718377092,-0.07165602190639371,2.4661135605240947
0.9989680686710748,-0.0037814037661622504,0.01752479383682936,2.246528476864451,0.0363300266069162,-0.02114385066092188,5.680160793462391,0.2757457020037295,-1.8765028813964613
0.9997004905460748,-0.015910713228552677,0.02822768840084197,2.2528834648365583,0.01741895522714266,-0.18074925086440422,5.735797276230427,-0.4454754291326799,-4.358332986200799
1.0148180005669096,0.0026025514685363224,0.22311834773835665,2.2528834648365583,0.0,-0.08666146879175453,5.873978079696658,-0.6022703020514012,3.8167545073936915
1.025591354015993,0.029828175336676747,0.018346416606587583,2.2528834648365583,0.0,0.0,5.892046573599543,0.32299290303707084,5.717765618233702
1.0304856923718575,0.0071637888137657335,-0.12114337031505211,2.2528834648365583,0.0,0.0,5.940056776681932,0.5421418575739482,2.754919185109614
1.0318775080763243,0.005862118146275368,0.003212717893203227,2.2528834648365583,0.0,0.0,6.00200815180315,0.8747332951961938,2.095735889720327
1.0343940520372725,0.007828535861004864,-0.04113204218389539,2.2528834648365583,0.0,0.0,6.115767241272769,0.9598505104551022,0.6005729338558102
1.0363870625191152,-0.002284307786788222,-0.010125637516120615,2.2528834648365583,0.0,0.0,6.194091596914557,0.9937772296174205,2.770254640358527
1.0375272933352937,0.005728257249801553,0.023462642750079137,2.2528834648365583,0.0,0.0,6.315640103230772,1.5133371584755226,3.7897314557110406
1.0421915934267347,0.002402065518254486,0.16440207598696954,2.2528834648365583,0.0,0.0,6.497395853048391,1.7517922590802517,0.3030819416241461
1.044717188072267,0.03862717219935452,0.3594386993333016,2.2528834648365583,0.0,0.0,6.698709377516429,1.5750381872743688,-2.3227322086243896
1.0545856970936422,0.07434300278971513,0.1754562666655889,2.2528834648365583,0.0,0.0,6.848379680770269,1.2882840046276989,-2.9690868720775363
1.0615343291574635,0.07379439047344014,0.015511047411101648,2.2528834648365583,0.0,0.0,6.970457454590091,0.9813807491345424,-3.4574208088228082
1.0695084736322298,0.07737101498459187,-0.18233770068240357,2.2528834648365583,0.0,0.0,7.086115939336125,0.5968679164556192,-3.44945192205019
1.0776417374192828,0.0373183935616383,-0.02642973211923535,2.2528834648365583,0.0,0.0,7.154045415382234,0.29120624086958,-2.44427093488978
1.0807920030200064,0.07213326769882686,-0.8456840373213604,2.2528834648365583,0.0,0.0,7.214712058016871,0.10835001712475126,-2.060690168833658
1.0954349717664245,-0.13183370480662476,0.05087404034499113,2.2528834648365583,0.0,0.0,7.327441500773736,-0.12078873428652727,-1.8931775568994234
1.1367705215807662,0.08238330606768639,3.338608433856796,2.2528834648365583,0.0,0.0,7.399943257661013,-0.2708982614099212,-1.3315583757928082
1.1942096301982283,0.5359887882843809,1.9953156563489935,2.2528834648365583,0.0,0.0,7.470469961741166,-0.38531671693229663,-0.5576448844641473
1.2440077350404823,0.4814752174064436,-2.5983646276292784,2.2528834648365583,0.0,0.0,7.530296278176716,-0.379569913599656,0.33241628307657034
1.2905253341178828,0.016276550850921268,-1.6062283270862172,2.2528834648365583,0.0,0.0,7.584004311226405,-0.31811108297378593,2.551642102156434
1.333831325910198,0.15936987709704023,2.102768305396447,2.2528834648365583,0.0,0.0,7.626807844635075,0.13046804802332926,3.5761963623203328
1.4151249358659184,0.43612170638753367,2.9781874446634014,2.2528834648365583,0.0,0.0,7.687684416262718,0.39645168613824167,0.27752095465352283
