c0.a,c1.a,i0.a
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.0,3.5,0.0
0.11652206418146349,3.5,0.4771373705466999
0.11652206418146349,3.5,0.4771373705466999
0.11652206418146349,3.5,0.4771373705466999
0.11652206418146349,3.5,0.4771373705466999
0.11652206418146349,3.5,0.4771373705466999
0.11652206418146349,3.5,0.4771373705466999
0.3405493116987177,-6.342104431314816,0.5672583512854796
0.3405493116987177,-6.342104431314816,0.5672583512854796
0.3405493116987177,-6.342104431314816,0.5672583512854796
0.3405493116987177,-6.342104431314816,0.5672583512854796
0.3405493116987177,-6.342104431314816,0.5672583512854796
0.3405493116987177,-6.342104431314816,0.5672583512854796
-0.22594290169696052,-6.56,0.24923730707306113
-0.22594290169696052,-6.56,0.24923730707306113
-0.22594290169696052,-6.56,0.24923730707306113
-0.22594290169696052,-6.56,0.24923730707306113
-0.22594290169696052,-6.56,0.24923730707306113
-0.22594290169696052,-6.56,0.24923730707306113
-0.21436396344638098,-0.9006310751842292,-0.13544275626777136
-0.21436396344638098,-0.9006310751842292,-0.13544275626777136
-0.21436396344638098,-0.9006310751842292,-0.13544275626777136
-0.21436396344638098,-0.9006310751842292,-0.13544275626777136
-0.21436396344638098,-0.9006310751842292,-0.13544275626777136
-0.21436396344638098,-0.9006310751842292,-0.13544275626777136
-0.47706435589373086,-4.468581863508032,0.38551783410892426
-0.47706435589373086,-4.468581863508032,0.38551783410892426
-0.47706435589373086,-4.468581863508032,0.38551783410892426
-0.47706435589373086,-4.468581863508032,0.38551783410892426
-0.47706435589373086,-4.468581863508032,0.38551783410892426
-0.47706435589373086,-4.468581863508032,0.38551783410892426
0.3382644503001071,-0.05437706441434642,0.6331263746684641
0.3382644503001071,-0.05437706441434642,0.6331263746684641
0.3382644503001071,-0.05437706441434642,0.6331263746684641
0.3382644503001071,-0.05437706441434642,0.6331263746684641
0.3382644503001071,-0.05437706441434642,0.6331263746684641
0.3382644503001071,-0.05437706441434642,0.6331263746684641
0.10805937473680949,0.5037068962603648,0.42135904756935894
0.10805937473680949,0.5037068962603648,0.42135904756935894
0.10805937473680949,0.5037068962603648,0.42135904756935894
0.10805937473680949,0.5037068962603648,0.42135904756935894
0.10805937473680949,0.5037068962603648,0.42135904756935894
0.10805937473680949,0.5037068962603648,0.42135904756935894
0.1836926736985074,-2.3006791106697655,0.5613048360907431
0.1836926736985074,-2.3006791106697655,0.5613048360907431
0.1836926736985074,-2.3006791106697655,0.5613048360907431
0.1836926736985074,-2.3006791106697655,0.5613048360907431
0.1836926736985074,-2.3006791106697655,0.5613048360907431
0.1836926736985074,-2.3006791106697655,0.5613048360907431
0.3246671703924502,-1.6626990958619174,0.12356622118725902
0.3246671703924502,-1.6626990958619174,0.12356622118725902
0.3246671703924502,-1.6626990958619174,0.12356622118725902
0.3246671703924502,-1.6626990958619174,0.12356622118725902
0.3246671703924502,-1.6626990958619174,0.12356622118725902
0.3246671703924502,-1.6626990958619174,0.12356622118725902
0.4488583673737043,2.388872049587526,-0.2982725572433669
0.4488583673737043,2.388872049587526,-0.2982725572433669
0.4488583673737043,2.388872049587526,-0.2982725572433669
0.4488583673737043,2.388872049587526,-0.2982725572433669
0.4488583673737043,2.388872049587526,-0.2982725572433669
0.4488583673737043,2.388872049587526,-0.2982725572433669
0.07280569155820515,-3.957951536607027,0.27063650331533395
0.07280569155820515,-3.957951536607027,0.27063650331533395
0.07280569155820515,-3.957951536607027,0.27063650331533395
0.07280569155820515,-3.957951536607027,0.27063650331533395
0.07280569155820515,-3.957951536607027,0.27063650331533395
0.07280569155820515,-3.957951536607027,0.27063650331533395
-0.2123974041473211,3.5,0.14223180309270944
-0.2123974041473211,3.5,0.14223180309270944
-0.2123974041473211,3.5,0.14223180309270944
-0.2123974041473211,3.5,0.14223180309270944
-0.2123974041473211,3.5,0.14223180309270944
-0.2123974041473211,3.5,0.14223180309270944
-4.667979397418101,-0.5461978391699205,0.285199031879495
-4.667979397418101,-0.5461978391699205,0.285199031879495
-4.667979397418101,-0.5461978391699205,0.285199031879495
-4.667979397418101,-0.5461978391699205,0.285199031879495
-4.667979397418101,-0.5461978391699205,0.285199031879495
-4.667979397418101,-0.5461978391699205,0.285199031879495
-2.7524621583294078,0.2134145209871967,0.16711970754082728
-2.7524621583294078,0.2134145209871967,0.16711970754082728
-2.7524621583294078,0.2134145209871967,0.16711970754082728
-2.7524621583294078,0.2134145209871967,0.16711970754082728
-2.7524621583294078,0.2134145209871967,0.16711970754082728
-2.7524621583294078,0.2134145209871967,0.16711970754082728
3.5,-2.7175635456403313,-0.23007837834785327
3.5,-2.7175635456403313,-0.23007837834785327
3.5,-2.7175635456403313,-0.23007837834785327
3.5,-2.7175635456403313,-0.23007837834785327
3.5,-2.7175635456403313,-0.23007837834785327
3.5,-2.7175635456403313,-0.23007837834785327
3.5,1.909376188867217,-0.11744148514779873
3.5,1.909376188867217,-0.11744148514779873
3.5,1.909376188867217,-0.11744148514779873
3.5,1.909376188867217,-0.11744148514779873
3.5,1.909376188867217,-0.11744148514779873
3.5,1.909376188867217,-0.11744148514779873
3.5,-0.6448116630803504,-0.043841325580450174
3.5,-0.6448116630803504,-0.043841325580450174
3.5,-0.6448116630803504,-0.043841325580450174
3.5,-0.6448116630803504,-0.043841325580450174
3.5,-0.6448116630803504,-0.043841325580450174
3.5,-0.6448116630803504,-0.043841325580450174
3.5,2.593158366195407,0.19843254066800142
3.5,2.593158366195407,0.19843254066800142
3.5,2.593158366195407,0.19843254066800142
3.5,2.593158366195407,0.19843254066800142
3.5,2.593158366195407,0.19843254066800142
3.5,2.593158366195407,0.19843254066800142
3.5,0.5415594651444877,0.5106768570690949
3.5,0.5415594651444877,0.5106768570690949
3.5,0.5415594651444877,0.5106768570690949
3.5,0.5415594651444877,0.5106768570690949
3.5,0.5415594651444877,0.5106768570690949
3.5,0.5415594651444877,0.5106768570690949
3.5,3.5,0.427975103863
3.5,3.5,0.427975103863
3.5,3.5,0.427975103863
3.5,3.5,0.427975103863
3.5,3.5,0.427975103863
3.5,3.5,0.427975103863
3.5,3.5,-0.07414314655645171
3.5,3.5,-0.07414314655645171
3.5,3.5,-0.07414314655645171
3.5,3.5,-0.07414314655645171
3.5,3.5,-0.07414314655645171
3.5,3.5,-0.07414314655645171
-6.56,3.5,0.1676243402288211
-6.56,3.5,0.1676243402288211
-6.56,3.5,0.1676243402288211
-6.56,3.5,0.1676243402288211
-6.56,3.5,0.1676243402288211
-6.56,3.5,0.1676243402288211
-2.3083049651023764,2.344580345826863,0.03535813444171332
-2.3083049651023764,2.344580345826863,0.03535813444171332
-2.3083049651023764,2.344580345826863,0.03535813444171332
-2.3083049651023764,2.344580345826863,0.03535813444171332
-2.3083049651023764,2.344580345826863,0.03535813444171332
-2.3083049651023764,2.344580345826863,0.03535813444171332
-6.43748938713969,-1.5920156141403439,-0.21173917675188036
-6.43748938713969,-1.5920156141403439,-0.21173917675188036
-6.43748938713969,-1.5920156141403439,-0.21173917675188036
-6.43748938713969,-1.5920156141403439,-0.21173917675188036
-6.43748938713969,-1.5920156141403439,-0.21173917675188036
-6.43748938713969,-1.5920156141403439,-0.21173917675188036
-1.830672102434173,-3.4523957496595514,-0.29252086323827875
-1.830672102434173,-3.4523957496595514,-0.29252086323827875
-1.830672102434173,-3.4523957496595514,-0.29252086323827875
-1.830672102434173,-3.4523957496595514,-0.29252086323827875
-1.830672102434173,-3.4523957496595514,-0.29252086323827875
-1.830672102434173,-3.4523957496595514,-0.29252086323827875
-0.06590706683828707,0.20380775323721778,-1.006695717838939
-0.06590706683828707,0.20380775323721778,-1.006695717838939
